settle_date_id,Total Unique Active Players,Total Turnover,Profit/Loss,Turnover Margin (%),sort_a-z,MIN(settle_date_id)
2024-05-27 00:00:00.000,13066,421776100.3749,10998564.461793995,0.02607678446459581,2024-05-27,2024-05-27
