create_date_id,Total Bonus Cost,Total Bonus Claimed,Total Unique Player Claimed,sort_a-z,MIN(create_date_id)
2024-05-27 00:00:00.000,6773494.730000001,20672,9117,2024-05-27,2024-05-27
