Date,Unique Depositors,Deposit Count,Deposit Amount,Unique Withdrawer,Withdrawal Count,Withdrawal Amount,Cash Inflow/(Outflow),No. Unique Players W/ Returning Deposits,Returning Deposits Count,sort_a-z,MIN(Date)
2024-05-27 00:00:00.000,9016,23949,34308499.480000004,3990,7929,31270700.0,3037799.480000004,7244,22177,2024-05-27 00:00:00.000,2024-05-27 00:00:00.000
