Date,Total Turnover,Profit/Loss,Gross Margin (%),(-) Bonus Cost,(-) Adjustment,Net Gross Profit,Average Daily Turnover,Average Daily Active Players,Average Daily Profit/Loss,sort_a-z,MIN(Date)
2024-05-27 00:00:00.000,421776100.3749001,10998564.461793998,0.026076784464595812,6773494.730000004,1247131.2399999998,2977938.4917939943,60253728.62498573,1866,1571223.4945419997,2024-05-27 00:00:00.000,2024-05-27 00:00:00.000
